src,tgt,src_len,tgt_len,Meaning completely changed,remarks
"jennifer aniston annoys me a little though, i gotta say",jeenifer aniston tho muje bahut annoys karti aur mein bolne hi vaali thi,10,13,1,gotta say -> bolni hi vali thi
"that is quite alright, i really enjoyed it as well. i was laughing more than i'd care to admit. the foxes were also great. do you agree with the ratings?","yeh bilkool sahi hai, mene sacchi me ise enjoy kia. me has raha tha jitna me kabool nhin karoonga. lomdi bhi bahut acchi thi, kya tum rating se sehmat ho?",30,30,1,named entity is translated
there is a huge divergence between proffession al critical opinion and regular movie goers,kaafi divergence hein profession al critical ka opinion aur regular movie ka goers,14,13,1,
"it is known as one of his best films, so i would say yes, it is very slapstick comedy","yeh uski ek behtereen film mein se ek hai, isliye mein kahoonga ke haan, yeh ek bahut hi slapstick comedy hai.",19,21,,
here's what's interesting. it was based on a non-fiction book,kya interesting hai ki woh ek no-fiction book par based hai.,10,11,,
yeah it was interesting how that developed. do you remember how the legal issues developed? it says something about the paper's source being the same as the nyt's source. i had forgotten the nyt published something first.,"haan, yeh interesting hein jo developed hein.. kya aap ko yaad hein ki kaise legal issues developed huva? yeh kuch paper's source ke baare mein hein jo nyt ka source bhi hein... muje nyt ka publish tho bhool hi gaya",37,40,1,
i had tolet ut sit for a week before it started to boot up again,"mein toh tolet ka sit pehle se laga, boot up start karne se pehle",15,14,1,wrong tokenisation. 
and i guess hugh used to be good at robot fighting but then they had some problems and they weren't good anymore.,"aur mujhe lagata hai ki hyoog robot kee ladaee mein achchha hua karata tha, lekin tab unhen kuchh samasyaen theen aur ve ab achchhe nahin the",22,26,,
hmmm... i'm supposed to be convincing you to see it. i can't talk about anything not on the document.,hmm.. mein toh aapko convince kar ka koshis kar raha hoon ki aap us movie ko dekhne ki. mein document ke alava kuch baath nahi kar saktha hoon,19,28,,
oh ok. good to know.,thik hai.jankar acha laga.,5,4,,
"would you want to play ""god"" for a week? what would you do?",kya is week ko god movie play dekhna pasand karenge? ya aur kuch?,13,13,1,
yeah me to it did also have a unique spin on character of lex luthor who just seems to go doown hill the whole movie. i like how the critic talked about lex (who is supermans arch enemy ) because he compared him to the joker and riddler (who are batmans arch enemies,"yeh tho unique spin hey lex luthor ka character ko jo whole movies mein nazar aathe.. muje tho unka bol pasand hein, jaise critic ko lex ke saath bola kyon ki dono aapas me compared kar rahe the ki kon joker aur riddler hein",53,44,1,
i would highly recommend you watch the film zootopia because it received a rotten tomatoes rating of 98%,main tumhe recommend karta hoon zootopia film watch karo kyonki rotten tomatoes main 98% rating mila,18,16,,
"there are a few characters who get names, like mr. dawson and his sons peter and george, who set out on a boat to help, but few characters who get followed throughout",usme kutch character hain jisenaam mila hai jaise mr.dawson aur uska beta peter aur george  jo boat nikal kar help karne gaye aur sab character just unko follow kiye.,32,29,,
i know. it's fun but people use it a little too much.,muje patha hein.. yeh fun hein lekin people tho jyada hi istamal karte,12,13,,
"more as in ""why god leaves some prayers unanswered""",jyada hone se pata nai kyun bhagwan ne kuch prathnaon ko unsunna kar diya,9,14,1,
have you seen a good movie lately at the theaters?,theatre me koi acchi movie dekha kya?,10,7,,
i remeber when there were trying to get on the moving truck,muje bas itna yaad hein ki voh us moving truck par jaane ko try kar rahe they,12,17,,
i remember he ranked very high when he was taking his career test. it definitely translated well into his efforts in football. do you think that helped his family as well?,mujhe yaad hai uska rank bahut achcha tha jab woh career test le raha tha.  yeh rank use football mein achche efforts dalne me kaam aya.  kya tumhe lagta hai ki is se uski family ko bhi help mili?,31,39,,
"absolutely hiccup goes on to subdue a captive dragon in his final test, but does not harm it, stoick on the other hand angers the dragon into attacking hiccup!","beshak hiccup final test mein captive dragon ko subdue karne jaata hai lekin usey harm nahi karta, stoick on other hand dragon ko angry kar deta hai jisse wo hiccup par attack kare",29,33,,
"bruce starts responding with yeses to all the prayers he receives, and as you can imagine that's were a lot of the conflict and comedy come in to play","bruce milli hui prathnaon ko haan main jawab dene lagga, aur jaisa tum soch sakte ho vahan par kaafi sangarsh aur comedy hui",29,23,,
maybe but i am not sure. by the way do you usually care about reviews?,shayad but main sure nhi huin. vaise tum aamataur par reviews ki paravaah karte ho?,15,15,,
"well to be honest, at the end of the film, the dirt atop sueprman's coffin does begin to levitate! i think we're at the finish line! i enjoyed chatting with you about batman vs superman! i highly recommend you seeing it one day. if you agree with cinemascore, they rated it a b so i think you'll enjoy it and encourage you to watch it! take care and have a great day!",bahut imandaari se film ke aakhir mei  dirt superman kocoffin mei rakh deta hai ! socho ki ham aakhari line mei hai! hamare saath batman or superman ke bare mei baat karne ko maja le. mei aapko ek din isko dekhane ki salah deta hu.  yadi aap sahmat hai to filma ka score b hai mere khayal de aap pasand karoge  aap apna khayal rakhe or aapka din achcha ho!,72,70,1,
yeah i couldn't agree more with you.,yes mai tumse is jyada agree nahi ho sakta,7,9,,
i would agree though that it was not as good as man of steel. the plot line of that was amazing!,main sehmat huin jabki woh man of steel jitni achhi nhi hai. uski plot line bahut badiya thi!,21,18,,
i do want to see this movie. like i would like to see how the actors played the characters,main yeh movie nhi dekh skta. jaise mujhe dekhna achha lagega ki kaise actors apne characters play kr rhe hai,19,20,1,opposite meaning
"yeah, i found it kinda weird to have love scenes between the human and the amphibian! hehe","haan, mujhe kuch wierd laga amphibian aur human ke beech mein love scenes! hehe",17,14,,
i was just going to ask how timberlake was as an actor,main just puchne wala tha  as an actor timberlake  kaisa hai,12,11,,
"no. the ""gibson"" character could have been better developed.",nahi. 'gibson' character thoda aur develop kiya jaa sakta tha,9,10,,
i would say it's for young kids all the way up to adults. it is a good blend of silly and intelligent humor,"mujhe lagta hai, yah bachho aur sathme bado ke liye bhi hai. yah mukhatapurn aur buddhiman hasya ka ek achchha mishran hai",23,22,,
what about dramas?,drama kaisa tha?,3,3,,
he did a really good job.,usne bahut acha work kiya hai.,6,6,,
"i do. i also like jesse eisenberg and justin timberlake. the movie got good reviews, so maybe i will watch it.","muje bhi.. muje jesse eisenberg aur justin timberlake pasand hein. yeh movie ache reviews nikli, maybe mein watch jarur karunga",21,20,,
"olaf could be a bit much sometimes, but had some funny parts","olaf thoda aur hona chahiye,par thoda funny part bhi",12,9,1,
i agree. i think damien chazelle really did a good job directing the film.,main bhi agree karta hun ki damien chazelle ne film directing ka bahut acha kaam kiya hai.,14,17,,
yeah. the stress that they must have endured is insane. i think all of the actors and actresses did a fantastic job of having the audience and viewers feel what was going on.,haan. jo stress se woh gujre wah insane hai. mujhe lagta hai ki sare actors aur actresses ne fantastic job kiya hai audience aur viewers ko feel karvaya jo ho raha hai.,33,32,,
"uh, yeah. i was a bit weirded out by that. i kind of kept thinking that she was going to die!",vo mai tora sa chantit hu muje lagta vah marne ja raha hai,21,13,,
the premise of this one is not so stupid though. robot boxers. i feel it could become real at some point.,"iska premise bhi itna stupid bhi nahi hein, robot tho boxers hein... muje tho real ke tarah feel huva us point mein",21,22,,
well i think the actors all did a fabulous job and the three main actors are all very good actors.,mujhe lagta he ke sabhi actor achcha acting kiya hai lekin tin main actors bahot hi achcha kiya hai,20,19,,
i grew up watching the justice league cartoons in thelate 70s and early 80s in which alll the superheros worked together.,"70 aur early 90s me, me cartoon justice league dekhte hue grew up hua jisame all super hero milkar work karte he.",21,22,1,
that was a pretty good scene (the new paragraph),kaafi ache scene hein is new paragraph mein,9,8,1,
"yeah, its an intelligent take on the genre. seems to kinda make fun of it too...ends with the prom...though not like carrie fyi, since ur a self-described wuss.","haan, isaka intelligent genre par hai. thora lagata hai ki yah bhee mazedaar hai ... prom ke saath samaapt hota hai ... haalaanki carrie fyi tarah nahin, kyonki ur ek varnit weak hai.",28,33,1,
i didn't realize the employee who leaked the papers had worked at the rand corporation.,mujhe is baat ka ehasaas nahin tha ki kaagajaat leek karane vaale karmachaaree ne rand korporeshan mein kaam kiya tha.,15,20,,
i would agree though that it was not as good as man of steel. the plot line of that was amazing!,"mein bhi maantha hoon, ki voh ache nahi hein us man of steel ke tarah.. plot line tho amazing hein",21,20,,
"that is highly curious, could you describe some film scenes? ","ye kafi curious hai, kya tum kuch film scenes describe kar sakte ho?",10,13,,
"have you ever seeleonardo dicaprio and joseph gordon levitt are in itn inception? if not, you should. it's complicated but very good.","tumne kabhi inception dekhi hai? leonardo dicaprio aur joseph gordon levitt hain usme. if not, you should. complicated hai par kaafi acchi ha.",22,23,,
so that's movie with lots of action,to is  movie me lots of action he,7,8,,
